disaster_number,incident_type,designated_area,state,region,programs_declared
708,Flood,Campbell (County),TN,Southeast,1
709,Flood,Rogers (County),OK,Southwest,1
710,Tornado,Iowa (County),WI,Midwest,2
712,Flood,Franklin (County),VT,Northeast,2
711,Flood,"Middlesex (County)(in (P)MSA 3280,5020,5480)",CT,Northeast,2
713,Flood,Atchison (County),MO,Midwest,1
714,Severe Storm(s),Atchison (County),KS,Midwest,1
715,Severe Storm(s),Pottawattamie (County),IA,Midwest,1
716,Tornado,Wayne (County),NE,Midwest,2
717,Flood,Lake (County),SD,Midwest,1
718,Tornado,Howard (County),NE,Midwest,2
719,Flood,Pitkin (County),CO,West,1
720,Flood,Utah (County),UT,West,1
721,Flood,Bedford (County),PA,Northeast,2
722,Flood,Lincoln (County),NM,Southwest,1
723,Flood,Clark (County),NV,West,1
724,Hurricane,New Hanover (County),NC,Southeast,2
725,Flood,Steuben (County),NY,Northeast,2
726,Flood,Cameron (County),TX,Southwest,2
727,Flood,Nueces (County),TX,Southwest,1
728,Flood,St. Martin (Parish),LA,Southeast,1
730,Severe Storm(s),Yuma (County),AZ,Southwest,2
731,Flood,Torrance (County),NM,Southwest,1
732,Freezing,Hardee (County),FL,Southeast,1
733,Flood,Oswego (County),NY,Northeast,1
734,Snow,Erie (County),NY,Northeast,1
735,Flood,Monroe (County),IL,Midwest,1
738,Tornado,Trumbull (County),OH,Midwest,2
737,Tornado,Clearfield (County),PA,Northeast,1
739,Fire,Santa Cruz (County),CA,West,2
740,Flood,Laramie (County),WY,West,2
741,Hurricane,Pearl River (County),MS,Southeast,2
742,Hurricane,Mobile (County),AL,Southeast,2
743,Hurricane,Wakulla (County),FL,Southeast,2
744,Flood,Oceana (County),MI,Midwest,2
745,Hurricane,Lackawanna (County),PA,Northeast,2
747,Hurricane,"Hartford (County)(in PMSA 1170,3280,5440)",CT,Northeast,1
748,Hurricane,"Washington (County)(in (P)MSA 5520,6480)",RI,Northeast,1
749,Hurricane,Atlantic (County),NJ,Northeast,1
750,Hurricane,Nassau (County),NY,Northeast,1
751,Hurricane,"Worcester (County) (in (P)MSA 1120,2600,9240)",MA,Northeast,1
752,Hurricane,Jefferson (Parish),LA,Southeast,2
753,Flood,Jefferson (County),WV,Southeast,2
755,Flood,Botetourt (County),VA,Southeast,2
754,Flood,Somerset (County),PA,Northeast,1
756,Hurricane,Jefferson (County),FL,Southeast,2
757,Flood,Jefferson (County),WA,West,1
758,Flood,Calaveras (County),CA,West,2
759,Flood,Storey (County),NV,West,1
760,Flood,Cache (County),UT,West,1
761,Flood,Chouteau (County),MT,West,1
762,Flood,Cowlitz (County),WA,West,1
763,Tornado,Nolan (County),TX,Southwest,1
764,Flood,Day (County),SD,Midwest,1
766,Flood,Allegheny (County),PA,Northeast,1
767,Tornado,Randolph (County),IN,Midwest,1
769,Flood,Spokane (County),WA,West,1
770,Flood,Milwaukee (County),WI,Midwest,2
771,Flood,Sullivan (County),NH,Northeast,1
773,Flood,Allegany (County),MD,Northeast,1
772,Tornado,Motley (County),TX,Southwest,1
774,Flood,Manistee (County),MI,Midwest,1
775,Flood,Kenosha (County),WI,Midwest,1
776,Flood,Jersey (County),IL,Midwest,2
779,Flood,Shelby (County),MO,Midwest,1
778,Flood,Mayes (County),OK,Southwest,1
777,Flood,Blaine (County),MT,West,2
780,Flood,Chautauqua (County),KS,Midwest,2
781,Flood,Tanana (ANV/ANVSA),AK,West,1
782,Flood,Kenai Peninsula (Borough),AK,West,2
784,Flood,Pacific (County),WA,West,1
787,Severe Storm(s),Jones (County),MS,Southeast,2
788,Flood,Cumberland (County),ME,Northeast,2
789,Flood,Merrimack (County),NH,Northeast,2
790,Flood,Hampshire (County),MA,Northeast,2
792,Flood,Ulster (County),NY,Northeast,2
793,Tornado,Rusk (County),TX,Southwest,1
794,Flood,Cotton (County),OK,Southwest,1
796,Flood,Marion (County),OH,Midwest,1
795,Flood,Mills (County),IA,Midwest,1
797,Severe Storm(s),Ramsey (County),MN,Midwest,2
798,Flood,DuPage (County),IL,Midwest,2
799,Earthquake,Los Angeles (County),CA,West,2
801,Snow,Columbia (County),NY,Northeast,1
802,Tornado,Madison (County),TX,Southwest,1
804,Tornado,Franklin (Parish),LA,Southeast,1
806,Tornado,Crittenden (County),AR,Southeast,2
807,Flood,Lonoke (County),AR,Southeast,1
808,Flood,Honolulu (County),HI,West,2
812,Flood,Orange (County),CA,West,1
813,Fire,Tanana (ANV/ANVSA),AK,West,1
814,Tornado,Pottawattamie (County),IA,Midwest,1
815,Fire,Yuba (County),CA,West,1
816,Hurricane,Hidalgo (County),TX,Southwest,1
817,Tornado,Lonoke (County),AR,Southeast,1
818,Tornado,Halifax (County),NC,Southeast,1
819,Tornado,Wayne (County),IL,Midwest,2
820,Flood,Washington (County),UT,West,1
821,Flood,Hart (County),KY,Southeast,2
822,Flood,Stevens (County),WA,West,1
823,Flood,Gregg (County),TX,Southwest,2
824,Flood,Norman (County),MN,Midwest,2
825,Flood,Cass (County),ND,Midwest,2
826,Freezing,Tanana (ANV/ANVSA),AK,West,1
827,Tornado,Cleveland (County),NC,Southeast,1
828,Severe Storm(s),Cass (County),TX,Southwest,1
829,Flood,La Salle (Parish),LA,Southeast,1
830,Flood,Franklin (County),ME,Northeast,1
831,Flood,Geauga (County),OH,Midwest,1
832,Flood,Wade Hampton (Census Area),AK,West,2
833,Tornado,Iberville (Parish),LA,Southeast,1
834,Flood,Clay (County),KY,Southeast,2
835,Flood,Iberville (Parish),LA,Southeast,1
837,Tornado,"New Haven (County)(in (P)MSA 1160,5480,8880)",CT,Northeast,2
836,Flood,Hardin (County),TX,Southwest,2
839,Severe Storm(s),Montgomery (County),MD,Northeast,1
840,Flood,Washington (County),VT,Northeast,1
843,Hurricane,Horry (County),SC,Southeast,2
844,Hurricane,Cabarrus (County),NC,Southeast,2
845,Earthquake,Solano (County),CA,West,2
846,Flood,Magoffin (County),KY,Southeast,2
847,Flood,Buchanan (County),VA,Southeast,2
848,Tornado,Madison (County),AL,Southeast,2
849,Flood,St. Charles (Parish),LA,Southeast,1
850,Freezing,Cameron (County),TX,Southwest,1
851,Freezing,Citrus (County),FL,Southeast,1
852,Flood,Pierce (County),WA,West,2
853,Flood,Clatsop (County),OR,West,1
856,Severe Storm(s),Morgan (County),AL,Southeast,2
857,Severe Storm(s),Early (County),GA,Southeast,1
858,Flood,Polk (County),TN,Southeast,2
859,Severe Storm(s),Union (County),MS,Southeast,2
860,Severe Ice Storm,Iroquois (County),IL,Midwest,1
861,Severe Storm(s),Autauga (County),AL,Southeast,2
862,Flood,Calhoun (County),FL,Southeast,1
863,Severe Storm(s),Bosque (County),TX,Southwest,1
865,Flood,Lafayette (County),AR,Southeast,2
866,Severe Storm(s),Atoka (County),OK,Southwest,2
867,Flood,Platte (County),MO,Midwest,2
868,Flood,Greene (County),IA,Midwest,1
869,Severe Storm(s),Jefferson (County),IN,Midwest,2
870,Severe Storm(s),Licking (County),OH,Midwest,2
871,Severe Storm(s),Edwards (County),IL,Midwest,1
872,Fire,Riverside (County),CA,West,1
873,Severe Storm(s),Buffalo (County),NE,Midwest,1
874,Severe Storm(s),Iowa (County),WI,Midwest,2
875,Flood,Caledonia (County),VT,Northeast,1
876,Flood,Coos (County),NH,Northeast,1
878,Tornado,Will (County),IL,Midwest,2
877,Flood,Monroe (County),WI,Midwest,1
879,Flood,Chickasaw (County),IA,Midwest,2
880,Flood,Jenkins (County),GA,Southeast,1
881,Flood,Sumter (County),SC,Southeast,2
883,Flood,Thurston (County),WA,West,2
884,Flood,Yavapai (County),AZ,Southwest,1
885,Flood,Lake (County),IN,Midwest,2
888,Severe Storm(s),Simpson (County),MS,Southeast,1
889,Flood,Roane (County),TN,Southeast,1
890,Flood,Madison (County),AL,Southeast,2
891,Flood,Fulton (County),IN,Midwest,1
893,Flood,Lee (County),KY,Southeast,1
894,Freezing,Merced (County),CA,West,1
895,Flood,Yalobusha (County),MS,Southeast,2
896,Flood,Whatcom (County),WA,West,1
897,Flood,Bacon (County),GA,Southeast,2
898,Snow,Wyoming (County),NY,Northeast,1
899,Severe Ice Storm,Newton (County),IN,Midwest,1
900,Severe Storm(s),Cameron (County),TX,Southwest,2
901,Snow,Aroostook (County),ME,Northeast,1
902,Flood,Natchitoches (Parish),LA,Southeast,1
903,Tornado,Wabaunsee (County),KS,Midwest,1
904,Severe Storm(s),La Salle (Parish),LA,Southeast,1
905,Tornado,Pawnee (County),OK,Southwest,2
906,Severe Storm(s),Oktibbeha (County),MS,Southeast,2
908,Flood,Sioux (County),NE,Midwest,1
907,Flood,Union (County),AR,Southeast,1
909,Snow,Bethel (Census Area),AK,West,1
910,Flood,Humphreys (County),TN,Southeast,1
911,Flood,Tama (County),IA,Midwest,1
912,Severe Storm(s),Dane (County),WI,Midwest,1
914,Hurricane,Suffolk (County),MA,Northeast,1
913,Hurricane,"Newport (County)(in PMSA 2480,6480)",RI,Northeast,2
915,Hurricane,Kennebec (County),ME,Northeast,2
916,Hurricane,"Hartford (County)(in PMSA 1170,3280,5440)",CT,Northeast,1
917,Hurricane,"Hillsborough (County)(in (P)MSA 4560,4760,5350)",NH,Northeast,1
918,Hurricane,Suffolk (County),NY,Northeast,1
919,Fire,Alameda (County),CA,West,2
920,Coastal Storm,Barnstable (County),MA,Northeast,2
921,Coastal Storm,Knox (County),ME,Northeast,1
922,Fire,Stevens (County),WA,West,2
923,Coastal Storm,"Rockingham (County)(in (P)MSA 4160,4760,6450)",NH,Northeast,2
930,Flood,McLennan (County),TX,Southwest,1
929,Severe Ice Storm,Steele (County),MN,Midwest,1
928,Severe Ice Storm,Carroll (County),IA,Midwest,1
933,Flood,Sussex (County),DE,Northeast,1
935,Flood,Ventura (County),CA,West,2
936,Severe Storm(s),Cape May (County),NJ,Northeast,1
938,Flood,Windsor (County),VT,Northeast,2
939,Tornado,Sharkey (County),MS,Southeast,1
937,Flood,Harris (County),TX,Southwest,1
940,Flood,Piscataquis (County),ME,Northeast,1
941,Flood,La Salle (County),IL,Midwest,2
942,Fire,Los Angeles (County),CA,West,2
943,Earthquake,Humboldt (County),CA,West,2
944,Flood,Rockbridge (County),VA,Southeast,2
945,Flood,Lea (County),NM,Southwest,2
946,Severe Storm(s),Nobles (County),MN,Midwest,1
948,Severe Storm(s),Miner (County),SD,Midwest,1
947,Earthquake,San Bernardino (County),CA,West,2
949,Tornado,Carson (County),TX,Southwest,1
950,Severe Storm(s),Hempstead (County),AR,Southeast,1
951,Severe Storm(s),Cuyahoga (County),OH,Midwest,2
952,Flood,Charlotte (County),FL,Southeast,1
953,Flood,Clark (County),IN,Midwest,2
954,Flood,Jefferson (County),NE,Midwest,1
955,Hurricane,Broward (County),FL,Southeast,2
956,Hurricane,Acadia (Parish),LA,Southeast,2
958,Fire,Calaveras (County),CA,West,2
959,Tornado,Waushara (County),WI,Midwest,2
960,Severe Storm(s),Martin (County),TX,Southwest,1
961,Hurricane,Honolulu (County),HI,West,2
962,Severe Storm(s),Switzerland (County),IN,Midwest,1
963,Tornado,Dane (County),WI,Midwest,1
964,Flood,Richland (County),WI,Midwest,2
965,Flood,Ringgold (County),IA,Midwest,1
966,Severe Storm(s),Pinellas (County),FL,Southeast,2
967,Tornado,Lowndes (County),MS,Southeast,2
968,Tornado,Amite (County),MS,Southeast,1
969,Tornado,Greene (County),GA,Southeast,2
970,Tornado,Harris (County),TX,Southwest,1
972,Flood,"Fairfield (County)(in PMSA 1160,1930,5760,8040)",CT,Northeast,2
973,Flood,Atlantic (County),NJ,Northeast,2
975,Coastal Storm,"Middlesex (County)(in (P)MSA 1120,2600,4560)",MA,Northeast,1
974,Flood,Rockland (County),NY,Northeast,2
976,Coastal Storm,Sussex (County),DE,Northeast,1
977,Flood,Apache (County),AZ,Southwest,2
978,Flood,Tangipahoa (Parish),LA,Southeast,1
979,Flood,Fresno (County),CA,West,2
980,Tornado,Hall (County),GA,Southeast,1
981,Severe Storm(s),Pierce (County),WA,West,1
982,Tornado,Baker (County),FL,Southeast,2
983,Flood,Merrick (County),NE,Midwest,1
986,Flood,Webster (County),IA,Midwest,1
987,Tornado,Rogers (County),OK,Southwest,1
985,Earthquake,Yamhill (County),OR,West,1
988,Flood,Hancock (County),ME,Northeast,1
989,Flood,Marion (County),MO,Midwest,1
991,Severe Storm(s),Grant (County),OK,Southwest,2
990,Flood,Addison (County),VT,Northeast,1
992,Flood,Grant (County),NM,Southwest,1
993,Severe Storm(s),Aitkin (County),MN,Midwest,2
994,Severe Storm(s),Marathon (County),WI,Midwest,1
997,Flood,Brown (County),IL,Midwest,2
996,Flood,Benton (County),IA,Midwest,2
995,Flood,Randolph (County),MO,Midwest,1
999,Severe Storm(s),Hanson (County),SD,Midwest,2
998,Flood,Butler (County),NE,Midwest,2
1000,Flood,Edwards (County),KS,Midwest,2
1001,Flood,Richland (County),ND,Midwest,2
1002,Severe Storm(s),Morgan (County),IN,Midwest,1
1003,Hurricane,Dare (County),NC,Southeast,2
1004,Earthquake,Klamath (County),OR,West,1
1005,Fire,San Diego (County),CA,West,2
1006,Severe Storm(s),Pulaski (County),MO,Midwest,1
1007,Severe Storm(s),Petersburg,VA,Southeast,1
1008,Earthquake,Ventura (County),CA,West,2
1009,Severe Storm(s),Calhoun (County),MS,Southeast,1
1012,Severe Storm(s),De Soto (Parish),LA,Southeast,1
1011,Snow,Bradley (County),AR,Southeast,1
1010,Severe Storm(s),Bledsoe (County),TN,Southeast,1
1013,Severe Storm(s),Cullman (County),AL,Southeast,1
1015,Severe Storm(s),Adams (County),PA,Northeast,1
1014,Snow,Brunswick (County),VA,Southeast,1
1018,Snow,Barren (County),KY,Southeast,1
1016,Snow,Anne Arundel (County),MD,Northeast,1
1017,Severe Storm(s),Kent (County),DE,Northeast,1
1019,Severe Storm(s),Marion (County),AL,Southeast,1
1020,Tornado,Bartow (County),GA,Southeast,2
1021,Severe Storm(s),Franklin (County),VA,Southeast,1
1022,Flood,Van Buren (County),TN,Southeast,2
1023,Severe Storm(s),Pulaski (County),MO,Midwest,1
1024,Severe Storm(s),Ottawa (County),OK,Southwest,1
1025,Severe Storm(s),Alexander (County),IL,Midwest,2
1026,Severe Storm(s),Dallas (County),TX,Southwest,1
1027,Snow,Frontier (County),NE,Midwest,1
1028,Freezing,Mackinac (County),MI,Midwest,1
1029,Flood,Aroostook (County),ME,Northeast,1
1031,Severe Storm(s),Clark (County),SD,Midwest,1
1032,Severe Storm(s),Pierce (County),ND,Midwest,1
1033,Tornado,Clay (County),GA,Southeast,2
1034,Severe Storm(s),Geneva (County),AL,Southeast,2
1035,Severe Storm(s),Liberty (County),FL,Southeast,2
1039,Severe Storm(s),Yukon-Koyukuk (Census Area),AK,West,2
1041,Flood,Brazos (County),TX,Southwest,1
1042,Severe Storm(s),Grady (County),GA,Southeast,2
1043,Severe Storm(s),Brevard (County),FL,Southeast,1
1044,Severe Storm(s),El Dorado (County),CA,West,2
1046,Severe Storm(s),Alpine (County),CA,West,2
1045,Snow,Buffalo (County),SD,Midwest,1
1047,Severe Storm(s),Winston (County),AL,Southeast,2
1049,Severe Storm(s),St. Bernard (Parish),LA,Southeast,2
1051,Severe Storm(s),Hancock (County),MS,Southeast,1
1050,Severe Storm(s),Cavalier (County),ND,Midwest,2
1052,Flood,Day (County),SD,Midwest,2
1053,Severe Storm(s),Brown (County),IL,Midwest,2
1054,Severe Storm(s),New Madrid (County),MO,Midwest,1
1055,Tornado,Adair (County),KY,Southeast,1
1056,Severe Storm(s),Tom Green (County),TX,Southwest,1
1057,Tornado,Cumberland (County),TN,Southeast,1
1058,Tornado,Cotton (County),OK,Southwest,1
1059,Severe Storm(s),Bath (County),VA,Southeast,2
1060,Severe Storm(s),Mercer (County),WV,Southeast,2
1061,Flood,Wasco (County),OR,West,1
1062,Hurricane,Walton (County),FL,Southeast,2
1063,Severe Storm(s),Essex (County),VT,Northeast,2
1064,Severe Storm(s),Beltrami (County),MN,Midwest,1
1065,Severe Storm(s),Champaign (County),OH,Midwest,1
1066,Severe Storm(s),Caddo (County),OK,Southwest,1
1070,Hurricane,Conecuh (County),AL,Southeast,2
1069,Hurricane,Escambia (County),FL,Southeast,2
1071,Hurricane,Barrow (County),GA,Southeast,2
1072,Flood,Kodiak Island (Borough),AK,West,1
1073,Flood,Wilkes (County),NC,Southeast,1
1074,Flood,St. Lucie (County),FL,Southeast,1
1076,Severe Storm(s),Dougherty (County),GA,Southeast,1
1079,Severe Storm(s),Whatcom (County),WA,West,2
1077,Flood,Cheshire (County),NH,Northeast,1
1075,Snow,Kingsbury (County),SD,Midwest,1
1078,Snow,Stevens (County),MN,Midwest,1
1081,Snow,Carroll (County),MD,Northeast,1
1083,Snow,Kings (County),NY,Northeast,1
1082,Snow,Kent (County),DE,Northeast,1
1089,Snow,Bath (County),KY,Southeast,1
1088,Snow,Essex (County),NJ,Northeast,1
1087,Snow,Alleghany (County),NC,Southeast,1
1086,Snow,Bland (County),VA,Southeast,1
1085,Snow,Bedford (County),PA,Northeast,1
1084,Snow,Berkeley (County),WV,Southeast,1
1093,Flood,Montgomery (County),PA,Northeast,1
1094,Flood,Frederick (County),MD,Northeast,2
1095,Flood,Schuyler (County),NY,Northeast,1
1092,Snow,"Hartford (County)(in PMSA 1170,3280,5440)",CT,Northeast,1
1091,Snow,"Newport (County)(in PMSA 2480,6480)",RI,Northeast,1
1090,Snow,Franklin (County),MA,Northeast,1
1096,Flood,Hampshire (County),WV,Southeast,2
1098,Flood,Washington (County),VA,Southeast,1
1097,Flood,Meigs (County),OH,Midwest,2
1100,Flood,Garfield (County),WA,West,2
1099,Flood,Josephine (County),OR,West,1
1102,Severe Storm(s),Bonner (County),ID,West,2
1101,Flood,Orleans (County),VT,Northeast,1
1105,Severe Storm(s),Jefferson (County),MT,West,1
1104,Severe Storm(s),Jackson (County),AL,Southeast,2
1103,Snow,Alexander (County),NC,Southeast,1
1106,Severe Storm(s),Androscoggin (County),ME,Northeast,1
1107,Severe Storm(s),Clatsop (County),OR,West,1
1108,Severe Storm(s),Dallas (County),AL,Southeast,1
1109,Flood,Bartholomew (County),IN,Midwest,1
1111,Severe Storm(s),Marion (County),AR,Southeast,1
1110,Severe Storm(s),Henry (County),IL,Midwest,2
1112,Severe Storm(s),Brown (County),IL,Midwest,1
1113,Severe Storm(s),Blaine (County),MT,West,1
1114,Severe Storm(s),Oxford (County),ME,Northeast,1
1115,Flood,Wetzel (County),WV,Southeast,2
1116,Flood,Aitkin (County),MN,Midwest,1
1117,Severe Storm(s),Bullitt (County),KY,Southeast,3
1118,Severe Storm(s),Cass (County),ND,Midwest,1
1119,Fire,Matanuska-Susitna (Borough),AK,West,2
1120,Flood,Bucks (County),PA,Northeast,1
1122,Flood,Hocking (County),OH,Midwest,1
1121,Severe Storm(s),Lee (County),IA,Midwest,1
1123,Severe Storm(s),Nemaha (County),NE,Midwest,1
1124,Flood,Windham (County),VT,Northeast,1
1125,Severe Storm(s),Knox (County),IN,Midwest,1
1127,Hurricane,Columbus (County),NC,Southeast,1
1128,Severe Storm(s),Bay (County),MI,Midwest,2
1129,Severe Storm(s),Will (County),IL,Midwest,2
1130,Flood,Venango (County),PA,Northeast,2
1131,Flood,Green (County),WI,Midwest,1
1132,Fire,Clay (County),WV,Southeast,2
1133,Severe Storm(s),Monona (County),IA,Midwest,1
1135,Hurricane,Bedford (County),VA,Southeast,1
1134,Hurricane,Caswell (County),NC,Southeast,2
1137,Severe Storm(s),Berkeley (County),WV,Southeast,2
1138,Flood,Huntingdon (County),PA,Northeast,2
1139,Hurricane,Frederick (County),MD,Northeast,1
1140,Flood,Dillon (County),SC,Southeast,1
1141,Severe Storm(s),Hernando (County),FL,Southeast,1
1142,Flood,"Essex (County)(in PMSA 1120,4160,7090)",MA,Northeast,2
1143,Flood,"York (County)(in MSA 6400,6450)",ME,Northeast,2
1144,Flood,"Rockingham (County)(in (P)MSA 4160,4760,6450)",NH,Northeast,2
1146,Severe Storm(s),New York (County),NY,Northeast,1
1145,Severe Storm(s),Hudson (County),NJ,Northeast,1
1147,Flood,Honolulu (County),HI,West,1
1148,Severe Storm(s),Franklin (County),NY,Northeast,1
1149,Flood,Lane (County),OR,West,1
1150,Flood,Tioga (County),PA,Northeast,2
1153,Severe Storm(s),Lyon (County),NV,West,2
1155,Severe Storm(s),Contra Costa (County),CA,West,2
1154,Severe Storm(s),Clearwater (County),ID,West,2
1152,Severe Ice Storm,Spokane (County),WA,West,1
1151,Severe Storm(s),Freeborn (County),MN,Midwest,1
1156,Severe Storm(s),Bon Homme (County),SD,Midwest,1
1157,Severe Storm(s),Barnes (County),ND,Midwest,2
1158,Severe Storm(s),Martin (County),MN,Midwest,1
1159,Severe Storm(s),Clark (County),WA,West,2
1160,Severe Storm(s),Jackson (County),OR,West,2
1161,Severe Storm(s),Harding (County),SD,Midwest,1
1162,Severe Storm(s),Lincoln (County),AR,Southeast,1
1163,Severe Storm(s),Calloway (County),KY,Southeast,1
1164,Severe Storm(s),Morgan (County),OH,Midwest,1
1165,Severe Storm(s),Harrison (County),IN,Midwest,2
1168,Flood,Putnam (County),WV,Southeast,2
1167,Tornado,Benton (County),TN,Southeast,2
1169,Severe Storm(s),Calcasieu (Parish),LA,Southeast,1
1170,Severe Storm(s),Gallatin (County),IL,Midwest,2
1172,Flood,King (County),WA,West,2
1171,Severe Storm(s),Sequatchie (County),TN,Southeast,2
1174,Flood,Bottineau (County),ND,Midwest,2
1173,Flood,Butte (County),SD,Midwest,2
1175,Flood,Benton (County),MN,Midwest,2
1176,Flood,Lafayette (County),AR,Southeast,1
1178,Flood,Tunica (County),MS,Southeast,1
1177,Severe Storm(s),Custer (County),ID,West,1
1180,Severe Storm(s),Washington (County),WI,Midwest,2
1179,Flood,Kerr (County),TX,Southwest,1
1181,Severe Storm(s),Saginaw (County),MI,Midwest,1
1182,Flood,Pend Oreille (County),WA,West,1
1184,Flood,Franklin (County),VT,Northeast,2
1183,Severe Storm(s),Madison (County),MT,West,1
1185,Severe Storm(s),Choctaw (County),AL,Southeast,2
1186,Flood,Crowley (County),CO,West,1
1187,Severe Storm(s),Isanti (County),MN,Midwest,2
1188,Severe Storm(s),Cook (County),IL,Midwest,1
1189,Severe Storm(s),Atlantic (County),NJ,Northeast,2
1190,Severe Storm(s),Buffalo (County),NE,Midwest,1
1191,Snow,Mahaska (County),IA,Midwest,1
1195,Severe Storm(s),Madison (County),FL,Southeast,1
1196,Snow,Essex (County),NY,Northeast,2
1198,Severe Storm(s),Franklin (County),ME,Northeast,2
1197,Severe Storm(s),Cannon (County),TN,Southeast,1
1201,Severe Storm(s),Orange (County),VT,Northeast,2
1200,Severe Storm(s),Robeson (County),NC,Southeast,2
1199,Severe Storm(s),Strafford (County),NH,Northeast,2
1202,Severe Storm(s),Guadalupe (County),NM,Southwest,1
1203,Severe Storm(s),Contra Costa (County),CA,West,2
1204,Severe Storm(s),Monroe (County),FL,Southeast,2
1205,Severe Storm(s),Sussex (County),DE,Northeast,1
1207,Severe Storm(s),Estill (County),KY,Southeast,1
1206,Coastal Storm,Ocean (County),NJ,Northeast,2
1208,Severe Storm(s),Conecuh (County),AL,Southeast,2
1209,Severe Storm(s),Bulloch (County),GA,Southeast,1
1211,Severe Storm(s),Nash (County),NC,Southeast,1
1212,Tornado,Blue Earth (County),MN,Midwest,1
1214,Severe Storm(s),Walker (County),AL,Southeast,1
1215,Severe Storm(s),Blount (County),TN,Southeast,1
1216,Severe Storm(s),Barren (County),KY,Southeast,2
1217,Severe Storm(s),Newton (County),IN,Midwest,1
1218,Flood,McCook (County),SD,Midwest,2
1219,Severe Storm(s),Somerset (County),PA,Northeast,2
1221,Flood,Crook (County),OR,West,2
1220,Flood,Cass (County),ND,Midwest,2
1222,Severe Storm(s),Chenango (County),NY,Northeast,1
1223,Fire,Dade (County),FL,Southeast,1
1225,Tornado,Jackson (County),MN,Midwest,1
1224,Flood,Suffolk (County),MA,Northeast,1
1226,Severe Storm(s),Ottawa (County),MI,Midwest,1
1228,Severe Storm(s),Addison (County),VT,Northeast,2
1227,Severe Storm(s),Holmes (County),OH,Midwest,1
1229,Severe Storm(s),Braxton (County),WV,Southeast,2
1232,Severe Storm(s),Kennebec (County),ME,Northeast,1
1230,Flood,Carroll (County),IA,Midwest,1
1231,Severe Storm(s),Carroll (County),NH,Northeast,2
1233,Severe Storm(s),Steuben (County),NY,Northeast,1
1234,Severe Storm(s),Crawford (County),IN,Midwest,1
1235,Severe Storm(s),Lawrence (County),TN,Southeast,2
1236,Severe Storm(s),Crawford (County),WI,Midwest,1
1237,Severe Storm(s),Macomb (County),MI,Midwest,1
1238,Severe Storm(s),Rock (County),WI,Midwest,2
1239,Severe Storm(s),Bandera (County),TX,Southwest,1
1240,Hurricane,Greene (County),NC,Southeast,1
1241,Hurricane,Dixie (County),FL,Southeast,2
1242,Hurricane,Virginia Beach,VA,Southeast,3
1243,Hurricane,Horry (County),SC,Southeast,2
1244,Severe Storm(s),Orleans (County),NY,Northeast,1
1246,Hurricane,St. Martin (Parish),LA,Southeast,1
1245,Severe Storm(s),Harris (County),TX,Southwest,2
1249,Hurricane,Bay (County),FL,Southeast,2
1250,Hurricane,Butler (County),AL,Southeast,2
1251,Hurricane,Pike (County),MS,Southeast,2
1252,Severe Storm(s),Stevens (County),WA,West,2
1254,Severe Storm(s),Linn (County),KS,Midwest,1
1253,Severe Storm(s),Moniteau (County),MO,Midwest,1
1255,Mud/Landslide,Cowlitz (County),WA,West,3
1256,Severe Storm(s),Jackson (County),MO,Midwest,2
1257,Flood,Jim Wells (County),TX,Southwest,2
1258,Severe Storm(s),Douglas (County),KS,Midwest,1
1259,Severe Storm(s),Palm Beach (County),FL,Southeast,1
1261,Severe Storm(s),Colbert (County),AL,Southeast,2
1260,Severe Storm(s),Campbell (County),TN,Southeast,2
1262,Severe Storm(s),Decatur (County),TN,Southeast,3
1264,Severe Storm(s),De Soto (Parish),LA,Southeast,2
1263,Severe Storm(s),Cumberland (County),ME,Northeast,2
1266,Severe Storm(s),Randolph (County),AR,Southeast,1
1265,Severe Ice Storm,Kemper (County),MS,Southeast,2
1267,Freezing,Tulare (County),CA,West,2
1268,Severe Ice Storm,Niobrara (County),WY,West,2
1269,Severe Storm(s),Bossier (Parish),LA,Southeast,3
1270,Severe Storm(s),Macon (County),MO,Midwest,1
1271,Severe Storm(s),Candler (County),GA,Southeast,1
1273,Tornado,Sedgwick (County),KS,Midwest,3
1272,Tornado,Payne (County),OK,Southwest,2
1274,Tornado,Titus (County),TX,Southwest,1
1275,Severe Storm(s),Chester (County),TN,Southeast,3
1276,Severe Storm(s),Crowley (County),CO,West,1
1277,Severe Storm(s),Buchanan (County),IA,Midwest,3
1278,Severe Storm(s),Jo Daviess (County),IL,Midwest,3
1279,Flood,Standing Rock Sioux Tribe of North & South Dakota,ND,Midwest,2
1280,Tornado,Oglala Sioux Tribe of the Pine Ridge Reservation,SD,Midwest,3
1281,Severe Storm(s),Clark (County),NV,West,3
1282,Severe Storm(s),Buchanan (County),IA,Midwest,2
1283,Severe Storm(s),Hubbard (County),MN,Midwest,2
1284,Flood,Iron (County),WI,Midwest,2
1285,Tornado,Salt Lake (County),UT,West,3
1286,Severe Storm(s),Washington (County),NE,Midwest,3
1287,Hurricane,Jim Hogg (County),TX,Southwest,1
1288,Severe Ice Storm,Red Lake (County),MN,Midwest,2
1289,Severe Storm(s),McKean (County),PA,Northeast,3
1290,Hurricane,Hampton,VA,Southeast,2
1291,Hurricane,Dare (County),NC,Southeast,2
1292,Hurricane,Camden (County),NC,Southeast,3
1295,Hurricane,Passaic (County),NJ,Northeast,3
1294,Hurricane,Delaware (County),PA,Northeast,3
1293,Hurricane,Lunenburg (County),VA,Southeast,1
