disaster_number,state,incident_type,declaration_title,incident_begin_date,incident_end_date,designated_area,incident_month,incident_duration,incident_begin_year,region,season,season_number,programs_declared,region_number
832,AK,Flood,Flooding,1989-05-01,1989-06-10,Wade Hampton (Census Area),5,40,1989,West,Spring,1,2,4
833,LA,Tornado,Severe Storms & Tornadoes,1989-06-07,1989-06-08,Iberville (Parish),6,1,1989,Southeast,Summer,2,1,2
834,KY,Flood,Severe Storms & Flooding,1989-06-15,1989-07-06,Clay (County),6,21,1989,Southeast,Summer,2,2,2
835,LA,Flood,Tropical Storm Allison,1989-06-25,1989-07-21,Iberville (Parish),6,26,1989,Southeast,Summer,2,1,2
837,CT,Tornado,Severe Storms & Tornadoes,1989-07-10,1989-07-10,"New Haven (County)(in (P)MSA 1160,5480,8880)",7,1,1989,Northeast,Summer,2,2,1
836,TX,Flood,Tropical Storm Allison,1989-06-25,1989-07-07,Hardin (County),6,12,1989,Southwest,Summer,2,2,5
839,MD,Severe Storm(s),Severe Storms & High Winds,1989-06-14,1989-06-15,Montgomery (County),6,1,1989,Northeast,Summer,2,1,1
840,VT,Flood,Severe Storms & Flooding,1989-08-04,1989-08-05,Washington (County),8,1,1989,Northeast,Summer,2,1,1
843,SC,Hurricane,Hurricane Hugo,1989-09-21,1989-09-22,Horry (County),9,1,1989,Southeast,Autumn,3,2,2
844,NC,Hurricane,Hurricane Hugo,1989-09-21,1989-09-22,Cabarrus (County),9,1,1989,Southeast,Autumn,3,2,2
845,CA,Earthquake,Loma Prieta Earthquake,1989-10-17,1989-12-18,Solano (County),10,62,1989,West,Autumn,3,2,4
846,KY,Flood,"Severe Storms, Mudslides & Flooding",1989-10-16,1989-10-18,Magoffin (County),10,2,1989,Southeast,Autumn,3,2,2
847,VA,Flood,"Severe Storms, Mudslides & Flooding",1989-10-16,1989-10-17,Buchanan (County),10,1,1989,Southeast,Autumn,3,2,2
848,AL,Tornado,Severe Storms & Tornadoes,1989-11-15,1989-11-15,Madison (County),11,1,1989,Southeast,Autumn,3,2,2
849,LA,Flood,Heavy Rains & Flooding,1989-11-07,1989-11-09,St. Charles (Parish),11,2,1989,Southeast,Autumn,3,1,2
850,TX,Freezing,Severe Freeze,1989-12-21,1989-12-24,Cameron (County),12,3,1989,Southwest,Winter,4,1,5
851,FL,Freezing,Severe Freeze,1989-12-23,1989-12-25,Citrus (County),12,2,1989,Southeast,Winter,4,1,2
852,WA,Flood,Severe Storms & Flooding,1990-01-06,1990-01-14,Pierce (County),1,8,1990,West,Winter,4,2,4
853,OR,Flood,Severe Storms & Flooding,1990-01-06,1990-01-09,Clatsop (County),1,3,1990,West,Winter,4,1,4
856,AL,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1990-02-03,1990-02-16,Morgan (County),2,13,1990,Southeast,Winter,4,2,2
857,GA,Severe Storm(s),"Severe Storms, Tornaodes & Flooding",1990-02-10,1990-02-24,Early (County),2,14,1990,Southeast,Winter,4,1,2
858,TN,Flood,Severe Storms & Flooding,1990-02-15,1990-02-20,Polk (County),2,5,1990,Southeast,Winter,4,2,2
859,MS,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1990-01-24,1990-03-15,Union (County),1,50,1990,Southeast,Winter,4,2,2
860,IL,Severe Ice Storm,Severe Ice Storm,1990-02-14,1990-02-15,Iroquois (County),2,1,1990,Midwest,Winter,4,1,3
861,AL,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1990-03-15,1990-03-28,Autauga (County),3,13,1990,Southeast,Spring,1,2,2
862,FL,Flood,Severe Storms & Flooding,1990-03-16,1990-04-09,Calhoun (County),3,24,1990,Southeast,Spring,1,1,2
863,TX,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1990-04-15,1990-05-29,Bosque (County),4,44,1990,Southwest,Spring,1,1,5
865,AR,Flood,Severe Storms & Flooding,1990-05-01,1990-06-03,Lafayette (County),5,33,1990,Southeast,Spring,1,2,2
866,OK,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1990-04-14,1990-06-01,Atoka (County),4,48,1990,Southwest,Spring,1,2,5
867,MO,Flood,Severe Storms & Flooding,1990-05-15,1990-05-31,Platte (County),5,16,1990,Midwest,Spring,1,2,3
868,IA,Flood,Severe Storms & Flooding,1990-05-18,1990-07-06,Greene (County),5,49,1990,Midwest,Spring,1,1,3
869,IN,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1990-05-15,1990-06-28,Jefferson (County),5,44,1990,Midwest,Spring,1,2,3
870,OH,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1990-05-28,1990-07-15,Licking (County),5,48,1990,Midwest,Spring,1,2,3
871,IL,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1990-05-15,1990-07-03,Edwards (County),5,49,1990,Midwest,Spring,1,1,3
872,CA,Fire,Fires,1990-06-26,1990-07-03,Riverside (County),6,7,1990,West,Summer,2,1,4
873,NE,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1990-06-10,1990-07-30,Buffalo (County),6,50,1990,Midwest,Summer,2,1,3
874,WI,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1990-06-22,1990-07-19,Iowa (County),6,27,1990,Midwest,Summer,2,2,3
875,VT,Flood,Severe Storms & Flooding,1990-07-04,1990-07-23,Caledonia (County),7,19,1990,Northeast,Summer,2,1,1
876,NH,Flood,Severe Storms & Flooding,1990-08-07,1990-08-11,Coos (County),8,4,1990,Northeast,Summer,2,1,1
878,IL,Tornado,Tornadoes,1990-08-28,1990-08-28,Will (County),8,1,1990,Midwest,Summer,2,2,3
877,WI,Flood,Severe Storms & Flooding,1990-08-17,1990-08-19,Monroe (County),8,2,1990,Midwest,Summer,2,1,3
879,IA,Flood,Severe Storms & Flooding,1990-07-25,1990-08-31,Chickasaw (County),7,37,1990,Midwest,Summer,2,2,3
880,GA,Flood,Severe Storms & Flooding,1990-10-11,1990-10-29,Jenkins (County),10,18,1990,Southeast,Autumn,3,1,2
881,SC,Flood,Severe Storms & Flooding,1990-10-11,1990-10-28,Sumter (County),10,17,1990,Southeast,Autumn,3,2,2
883,WA,Flood,Severe Storms & Flooding,1990-11-09,1990-12-20,Thurston (County),11,41,1990,West,Autumn,3,2,4
884,AZ,Flood,Severe Storms & Flooding,1990-07-08,1990-09-14,Yavapai (County),7,68,1990,Southwest,Summer,2,1,5
885,IN,Flood,Severe Storms & Flooding,1990-11-27,1990-12-14,Lake (County),11,17,1990,Midwest,Autumn,3,2,3
888,MS,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1990-12-19,1991-01-14,Simpson (County),12,26,1990,Southeast,Winter,4,1,2
889,TN,Flood,Severe Storms & Flooding,1990-12-19,1991-01-14,Roane (County),12,26,1990,Southeast,Winter,4,1,2
890,AL,Flood,Severe Storms & Flooding,1990-12-21,1991-01-16,Madison (County),12,26,1990,Southeast,Winter,4,2,2
891,IN,Flood,Severe Storms & Flooding,1990-12-28,1991-01-22,Fulton (County),12,25,1990,Midwest,Winter,4,1,3
893,KY,Flood,Severe Storms & Flooding,1990-12-06,1991-02-02,Lee (County),12,58,1990,Southeast,Winter,4,1,2
894,CA,Freezing,Severe Freeze,1990-12-19,1991-01-03,Merced (County),12,15,1990,West,Winter,4,1,4
895,MS,Flood,Severe Storms & Flooding,1991-02-17,1991-03-21,Yalobusha (County),2,32,1991,Southeast,Winter,4,2,2
896,WA,Flood,Severe Storms & High Tides,1990-12-20,1990-12-31,Whatcom (County),12,11,1990,West,Winter,4,1,4
897,GA,Flood,Severe Storms & Flooding,1991-03-01,1991-03-21,Bacon (County),3,20,1991,Southeast,Spring,1,2,2
898,NY,Snow,Severe Winter Storm,1990-03-03,1990-03-04,Wyoming (County),3,1,1990,Northeast,Spring,1,1,1
899,IN,Severe Ice Storm,Severe Ice Storm,1991-03-12,1991-03-15,Newton (County),3,3,1991,Midwest,Spring,1,1,3
900,TX,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1991-04-05,1991-04-06,Cameron (County),4,1,1991,Southwest,Spring,1,2,5
901,ME,Snow,"Severe Storms, Ice Jams & Flooding",1991-04-06,1991-04-24,Aroostook (County),4,18,1991,Northeast,Spring,1,1,1
902,LA,Flood,Severe Storms & Flooding,1991-04-12,1991-04-26,Natchitoches (Parish),4,14,1991,Southeast,Spring,1,1,2
903,KS,Tornado,Severe Storms & Tornadoes,1991-04-26,1991-05-19,Wabaunsee (County),4,23,1991,Midwest,Spring,1,1,3
904,LA,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1991-04-27,1991-05-31,La Salle (Parish),4,34,1991,Southeast,Spring,1,1,2
905,OK,Tornado,Severe Storms & Tornadoes,1991-04-26,1991-04-27,Pawnee (County),4,1,1991,Southwest,Spring,1,2,5
906,MS,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1991-04-26,1991-05-31,Oktibbeha (County),4,35,1991,Southeast,Spring,1,2,2
908,NE,Flood,Severe Storms & Flooding,1991-05-10,1991-06-15,Sioux (County),5,36,1991,Midwest,Spring,1,1,3
907,AR,Flood,Severe Storms & Flooding,1991-04-12,1991-05-11,Union (County),4,29,1991,Southeast,Spring,1,1,2
909,AK,Snow,"Heavy Snow, Ice Jams & Flooding",1991-04-15,1991-05-25,Bethel (Census Area),4,40,1991,West,Spring,1,1,4
910,TN,Flood,Severe Storms & Flooding,1991-05-24,1991-06-26,Humphreys (County),5,33,1991,Southeast,Spring,1,1,2
911,IA,Flood,Severe Storms & Flooding,1991-06-01,1991-06-15,Tama (County),6,14,1991,Midwest,Summer,2,1,3
912,WI,Severe Storm(s),Severe Storms & Hail,1991-07-07,1991-07-07,Dane (County),7,1,1991,Midwest,Summer,2,1,3
914,MA,Hurricane,Hurricane Bob,1991-08-19,1991-08-19,Suffolk (County),8,1,1991,Northeast,Summer,2,1,1
913,RI,Hurricane,Hurricane Bob,1991-08-19,1991-08-19,"Newport (County)(in PMSA 2480,6480)",8,1,1991,Northeast,Summer,2,2,1
915,ME,Hurricane,Hurricane Bob & Flooding,1991-08-18,1991-08-21,Kennebec (County),8,3,1991,Northeast,Summer,2,2,1
916,CT,Hurricane,Hurricane Bob,1991-08-19,1991-08-19,"Hartford (County)(in PMSA 1170,3280,5440)",8,1,1991,Northeast,Summer,2,1,1
917,NH,Hurricane,Hurricane Bob & Severe Storms,1991-08-18,1991-08-20,"Hillsborough (County)(in (P)MSA 4560,4760,5350)",8,2,1991,Northeast,Summer,2,1,1
918,NY,Hurricane,Hurricane Bob,1991-08-19,1991-08-19,Suffolk (County),8,1,1991,Northeast,Summer,2,1,1
919,CA,Fire,Oakland Hills Fire,1991-10-20,1991-10-29,Alameda (County),10,9,1991,West,Autumn,3,2,4
920,MA,Coastal Storm,Coastal Storm,1991-10-30,1991-11-02,Barnstable (County),10,3,1991,Northeast,Autumn,3,2,1
921,ME,Coastal Storm,Coastal Storm,1991-10-30,1991-11-02,Knox (County),10,3,1991,Northeast,Autumn,3,1,1
922,WA,Fire,Fires,1991-10-16,1991-10-24,Stevens (County),10,8,1991,West,Autumn,3,2,4
923,NH,Coastal Storm,Coastal Storm,1991-10-30,1991-10-31,"Rockingham (County)(in (P)MSA 4160,4760,6450)",10,1,1991,Northeast,Autumn,3,2,1
930,TX,Flood,Severe Thunderstorms,1991-12-20,1992-01-14,McLennan (County),12,25,1991,Southwest,Winter,4,1,5
929,MN,Severe Ice Storm,Ice Storm,1991-10-31,1991-11-29,Steele (County),10,29,1991,Midwest,Autumn,3,1,3
928,IA,Severe Ice Storm,Ice Storm,1991-10-31,1991-11-29,Carroll (County),10,29,1991,Midwest,Autumn,3,1,3
933,DE,Flood,Severe Coastal Storm,1992-01-04,1992-01-05,Sussex (County),1,1,1992,Northeast,Winter,4,1,1
935,CA,Flood,"Rain/Snow/Wind Storms, Flooding, Mudslides",1992-02-10,1992-02-18,Ventura (County),2,8,1992,West,Winter,4,2,4
936,NJ,Severe Storm(s),Severe Coastal Storm,1992-01-04,1992-01-04,Cape May (County),1,1,1992,Northeast,Winter,4,1,1
938,VT,Flood,"Heavy Rains, Ice Jams & Flooding",1992-03-11,1992-03-11,Windsor (County),3,1,1992,Northeast,Spring,1,2,1
939,MS,Tornado,Severe Storms & Tornadoes,1992-03-09,1992-03-10,Sharkey (County),3,1,1992,Southeast,Spring,1,1,2
937,TX,Flood,Severe Storms & Flooding,1992-03-04,1992-03-30,Harris (County),3,26,1992,Southwest,Spring,1,1,5
940,ME,Flood,"Heavy Rains, Ice Jams & Flooding",1992-03-10,1992-04-06,Piscataquis (County),3,27,1992,Northeast,Spring,1,1,1
941,IL,Flood,Flooding,1992-04-14,1992-05-22,La Salle (County),4,38,1992,Midwest,Spring,1,2,3
942,CA,Fire,Fire During A Period Of Civil Unrest,1992-04-29,1992-05-28,Los Angeles (County),4,29,1992,West,Spring,1,2,4
943,CA,Earthquake,Earthquake & Aftershocks,1992-04-25,1992-05-25,Humboldt (County),4,30,1992,West,Spring,1,2,4
944,VA,Flood,Severe Storms & Flooding,1992-04-21,1992-04-22,Rockbridge (County),4,1,1992,Southeast,Spring,1,2,2
945,NM,Flood,"Thunderstorms, Hail & Flooding",1992-05-22,1992-05-25,Lea (County),5,3,1992,Southwest,Spring,1,2,5
946,MN,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1992-06-16,1992-06-20,Nobles (County),6,4,1992,Midwest,Summer,2,1,3
948,SD,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1992-06-13,1992-06-23,Miner (County),6,10,1992,Midwest,Summer,2,1,3
947,CA,Earthquake,Earthquake & Aftershocks,1992-06-28,1992-10-31,San Bernardino (County),6,125,1992,West,Summer,2,2,4
949,TX,Tornado,Severe Storms & Tornadoes,1992-06-27,1992-06-27,Carson (County),6,1,1992,Southwest,Summer,2,1,5
950,AR,Severe Storm(s),Severe Thunderstorms,1992-06-14,1992-06-19,Hempstead (County),6,5,1992,Southeast,Summer,2,1,2
951,OH,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1992-07-12,1992-08-01,Cuyahoga (County),7,20,1992,Midwest,Summer,2,2,3
952,FL,Flood,Severe Storms & Flooding,1992-06-23,1992-06-30,Charlotte (County),6,7,1992,Southeast,Summer,2,1,2
953,IN,Flood,Severe Storms & Flash Flooding,1992-08-08,1992-08-09,Clark (County),8,1,1992,Midwest,Summer,2,2,3
954,NE,Flood,Severe Storms & Flooding,1992-07-11,1992-07-29,Jefferson (County),7,18,1992,Midwest,Summer,2,1,3
955,FL,Hurricane,Hurricane Andrew,1992-08-24,1992-08-25,Broward (County),8,1,1992,Southeast,Summer,2,2,2
956,LA,Hurricane,Hurricane Andrew,1992-08-25,1992-08-30,Acadia (Parish),8,5,1992,Southeast,Summer,2,2,2
958,CA,Fire,Old Gulch & Fountain Fires,1992-08-16,1992-09-26,Calaveras (County),8,41,1992,West,Summer,2,2,4
959,WI,Tornado,Severe Storms & Tornadoes,1992-08-29,1992-08-29,Waushara (County),8,1,1992,Midwest,Summer,2,2,3
960,TX,Severe Storm(s),Excessive Rain & Hail,1992-05-01,1992-07-30,Martin (County),5,90,1992,Southwest,Spring,1,1,5
961,HI,Hurricane,Hurricane Iniki,1992-09-11,1992-09-11,Honolulu (County),9,1,1992,West,Autumn,3,2,4
962,IN,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1992-06-16,1992-07-23,Switzerland (County),6,37,1992,Midwest,Summer,2,1,3
963,WI,Tornado,Severe Storms & Tornadoes,1992-06-17,1992-06-17,Dane (County),6,1,1992,Midwest,Summer,2,1,3
964,WI,Flood,Severe Storms & Flooding,1992-09-14,1992-09-24,Richland (County),9,10,1992,Midwest,Autumn,3,2,3
965,IA,Flood,Severe Storms & Flooding,1992-09-14,1992-09-15,Ringgold (County),9,1,1992,Midwest,Autumn,3,1,3
966,FL,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1992-10-03,1992-10-04,Pinellas (County),10,1,1992,Southeast,Autumn,3,2,2
967,MS,Tornado,"Wind Storms, Tornadoes & Hail",1992-10-10,1992-10-10,Lowndes (County),10,1,1992,Southeast,Autumn,3,2,2
968,MS,Tornado,"Severe Storms, High Winds & Tornadoes",1992-11-21,1992-11-22,Amite (County),11,1,1992,Southeast,Autumn,3,1,2
969,GA,Tornado,"High Winds, Heavy Rains & Tornadoes",1992-11-22,1992-12-07,Greene (County),11,15,1992,Southeast,Autumn,3,2,2
970,TX,Tornado,Severe Thunderstorms & Tornadoes,1992-11-21,1992-11-21,Harris (County),11,1,1992,Southwest,Autumn,3,1,5
972,CT,Flood,Winter Storm & Coastal Flooding,1992-12-10,1992-12-13,"Fairfield (County)(in PMSA 1160,1930,5760,8040)",12,3,1992,Northeast,Winter,4,2,1
973,NJ,Flood,"Coastal Storm, High Tides, Heavy Rain, & Flooding",1992-12-10,1992-12-17,Atlantic (County),12,7,1992,Northeast,Winter,4,2,1
975,MA,Coastal Storm,Winter Coastal Storm,1992-12-11,1992-12-13,"Middlesex (County)(in (P)MSA 1120,2600,4560)",12,2,1992,Northeast,Winter,4,1,1
974,NY,Flood,"Coastal Storm, High Tides, Heavy Rain, & Flooding",1992-12-10,1992-12-14,Rockland (County),12,4,1992,Northeast,Winter,4,2,1
976,DE,Coastal Storm,Severe Coastal Storm & Flooding,1992-12-11,1992-12-14,Sussex (County),12,3,1992,Northeast,Winter,4,1,1
977,AZ,Flood,"Severe Storms, Tornadoes & Flooding",1993-01-05,1993-03-06,Apache (County),1,60,1993,Southwest,Winter,4,2,5
978,LA,Flood,Severe Storms & Flooding,1993-01-20,1993-01-25,Tangipahoa (Parish),1,5,1993,Southeast,Winter,4,1,2
979,CA,Flood,"Severe Winter Storm, Mud & Land Slides, & Flooding",1993-01-05,1993-03-20,Fresno (County),1,74,1993,West,Winter,4,2,4
980,GA,Tornado,"Tornadoes, High Winds & Heavy Rains",1993-02-21,1993-02-22,Hall (County),2,1,1993,Southeast,Winter,4,1,2
981,WA,Severe Storm(s),Severe Storms & High Wind,1993-01-20,1993-01-21,Pierce (County),1,1,1993,West,Winter,4,1,4
982,FL,Tornado,"Tornadoes, Flooding, High Winds & Tides, Freezing",1993-03-12,1993-03-16,Baker (County),3,4,1993,Southeast,Spring,1,2,2
983,NE,Flood,Ice Jams & Flooding,1993-03-07,1993-03-21,Merrick (County),3,14,1993,Midwest,Spring,1,1,3
986,IA,Flood,Severe Storms & Flooding,1993-03-26,1993-04-12,Webster (County),3,17,1993,Midwest,Spring,1,1,3
987,OK,Tornado,Severe Storms & Tornadoes,1993-04-24,1993-04-24,Rogers (County),4,1,1993,Southwest,Spring,1,1,5
985,OR,Earthquake,Earthquake,1993-03-25,1993-03-25,Yamhill (County),3,1,1993,West,Spring,1,1,4
988,ME,Flood,"Heavy Rain, Snowmelt, Ice Jams & Flooding",1993-04-09,1993-04-15,Hancock (County),4,6,1993,Northeast,Spring,1,1,1
989,MO,Flood,Severe Storms & Flooding,1993-04-15,1993-05-29,Marion (County),4,44,1993,Midwest,Spring,1,1,3
991,OK,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1993-05-08,1993-05-26,Grant (County),5,18,1993,Southwest,Spring,1,2,5
990,VT,Flood,"Heavy Rain, Snowmelt & Flooding",1993-04-24,1993-05-26,Addison (County),4,32,1993,Northeast,Spring,1,1,1
992,NM,Flood,Severe Storms & Flooding,1993-01-05,1993-02-27,Grant (County),1,53,1993,Southwest,Winter,4,1,5
993,MN,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1993-05-06,1993-08-25,Aitkin (County),5,111,1993,Midwest,Spring,1,2,3
994,WI,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1993-06-07,1993-08-25,Marathon (County),6,79,1993,Midwest,Summer,2,1,3
997,IL,Flood,Severe Storms & Flooding,1993-04-13,1993-10-22,Brown (County),4,192,1993,Midwest,Spring,1,2,3
996,IA,Flood,Severe Storms & Flooding,1993-04-13,1993-10-01,Benton (County),4,171,1993,Midwest,Spring,1,2,3
995,MO,Flood,Severe Storms & Flooding,1993-06-10,1993-10-25,Randolph (County),6,137,1993,Midwest,Summer,2,1,3
999,SD,Severe Storm(s),"Severe Storms, Tornadoes & Flooding",1993-05-06,1993-09-10,Hanson (County),5,127,1993,Midwest,Spring,1,2,3
998,NE,Flood,Severe Storms And Flooding,1993-06-23,1993-08-05,Butler (County),6,43,1993,Midwest,Summer,2,2,3
1000,KS,Flood,Severe Storms & Flooding,1993-06-28,1993-10-05,Edwards (County),6,99,1993,Midwest,Summer,2,2,3
1001,ND,Flood,Severe Storms & Flooding,1993-06-22,1993-09-24,Richland (County),6,94,1993,Midwest,Summer,2,2,3
1002,IN,Severe Storm(s),Severe Storms And Flooding,1993-08-16,1993-08-17,Morgan (County),8,1,1993,Midwest,Summer,2,1,3
1003,NC,Hurricane,Hurricane Emily,1993-08-31,1993-08-31,Dare (County),8,1,1993,Southeast,Summer,2,2,2
1004,OR,Earthquake,Earthquakes,1993-09-20,1993-09-20,Klamath (County),9,1,1993,West,Autumn,3,1,4
1005,CA,Fire,"Fires, Mud/Landslides, Flooding, Soil Erosion",1993-10-26,1994-04-22,San Diego (County),10,178,1993,West,Autumn,3,2,4
1006,MO,Severe Storm(s),"Severe Storms, Tornadoes, And Flooding",1993-11-13,1993-11-19,Pulaski (County),11,6,1993,Midwest,Autumn,3,1,3
1007,VA,Severe Storm(s),Severe Storms And Tornadoes,1993-08-06,1993-08-06,Petersburg,8,1,1993,Southeast,Summer,2,1,2
1008,CA,Earthquake,Northridge Earthquake,1994-01-17,1994-11-30,Ventura (County),1,317,1994,West,Winter,4,2,4
1009,MS,Severe Storm(s),"Severe Winter Storm, Freeezing Rain And Sleet",1994-02-09,1994-02-14,Calhoun (County),2,5,1994,Southeast,Winter,4,1,2
1012,LA,Severe Storm(s),Severe Winter Ice Storm,1994-02-10,1994-02-12,De Soto (Parish),2,2,1994,Southeast,Winter,4,1,2
1011,AR,Snow,Severe Winter Ice Storm,1994-02-09,1994-02-10,Bradley (County),2,1,1994,Southeast,Winter,4,1,2
1010,TN,Severe Storm(s),"Severe Winter Ice Storm,Flash Flooding",1994-02-09,1994-02-11,Bledsoe (County),2,2,1994,Southeast,Winter,4,1,2
1013,AL,Severe Storm(s),"Severe Winter Storms, Freezing, Flooding",1994-01-16,1994-02-14,Cullman (County),1,29,1994,Southeast,Winter,4,1,2
1015,PA,Severe Storm(s),Severe Winter Storms,1994-01-04,1994-02-25,Adams (County),1,52,1994,Northeast,Winter,4,1,1
1014,VA,Snow,"Severe Ice Storms, Flooding",1994-02-08,1994-02-12,Brunswick (County),2,4,1994,Southeast,Winter,4,1,2
1018,KY,Snow,"Severe Weather, Freezing Rain, Sleet, Snw",1994-02-09,1994-02-11,Barren (County),2,2,1994,Southeast,Winter,4,1,2
1016,MD,Snow,Severe Winter Weather And Ice Storms,1994-02-08,1994-02-18,Anne Arundel (County),2,10,1994,Northeast,Winter,4,1,1
1017,DE,Severe Storm(s),Severe Ice Storms And Flooding,1994-02-08,1994-02-18,Kent (County),2,10,1994,Northeast,Winter,4,1,1
1019,AL,Severe Storm(s),"Severe Storms, Tornado, And Flooding",1994-03-27,1994-04-10,Marion (County),3,14,1994,Southeast,Spring,1,1,2
1020,GA,Tornado,"Tornadoes, Flooding, And Severe Storms",1994-03-27,1994-04-10,Bartow (County),3,14,1994,Southeast,Spring,1,2,2
1021,VA,Severe Storm(s),Severe Winter Ice Storm,1994-03-01,1994-03-05,Franklin (County),3,4,1994,Southeast,Spring,1,1,2
1022,TN,Flood,Extensive Rainfall And Flash Flooding,1994-03-25,1994-04-03,Van Buren (County),3,9,1994,Southeast,Spring,1,2,2
1023,MO,Severe Storm(s),"Severe Storms, Tornadoes, Flooding",1994-04-09,1994-05-05,Pulaski (County),4,26,1994,Midwest,Spring,1,1,3
1024,OK,Severe Storm(s),Severe Storms And Flooding,1994-04-11,1994-05-04,Ottawa (County),4,23,1994,Southwest,Spring,1,1,5
1025,IL,Severe Storm(s),Severe Storms And Flooding,1994-04-09,1994-05-04,Alexander (County),4,25,1994,Midwest,Spring,1,2,3
1026,TX,Severe Storm(s),Severe Storms And Tornadoes,1994-04-25,1994-05-04,Dallas (County),4,9,1994,Southwest,Spring,1,1,5
1027,NE,Snow,Severe Snow And Ice Storm,1994-04-10,1994-04-13,Frontier (County),4,3,1994,Midwest,Spring,1,1,3
1028,MI,Freezing,Severe Deep Freeze,1994-01-10,1994-06-10,Mackinac (County),1,151,1994,Midwest,Winter,4,1,3
1029,ME,Flood,Flooding And Ice Jams,1994-04-15,1994-05-09,Aroostook (County),4,24,1994,Northeast,Spring,1,1,1
1031,SD,Severe Storm(s),Severe Storms And Flooding,1994-03-01,1994-07-29,Clark (County),3,150,1994,Midwest,Spring,1,1,3
1032,ND,Severe Storm(s),"Severe Storms, Flooding",1994-03-05,1994-08-05,Pierce (County),3,153,1994,Midwest,Spring,1,1,3
1033,GA,Tornado,"Tornadoes, Flooding Torrential Rain(Trop Storm Alberto)",1994-07-03,1994-07-25,Clay (County),7,22,1994,Southeast,Summer,2,2,2
1034,AL,Severe Storm(s),Severe Storms And Flooding (Tropical Storm Alberto),1994-07-02,1994-07-19,Geneva (County),7,17,1994,Southeast,Summer,2,2,2
1035,FL,Severe Storm(s),Severe Storms And Flooding (Tropical Storm Alberto),1994-07-02,1994-07-29,Liberty (County),7,27,1994,Southeast,Summer,2,2,2
1039,AK,Severe Storm(s),Severe Storms And Flooding,1994-08-08,1994-09-15,Yukon-Koyukuk (Census Area),8,38,1994,West,Summer,2,2,4
1041,TX,Flood,Severe Thunderstorms And Flooding,1994-10-14,1994-11-08,Brazos (County),10,25,1994,Southwest,Autumn,3,1,5
1042,GA,Severe Storm(s),"Heavy Rains, Tornados, Flooding, High Winds",1994-10-01,1994-11-16,Grady (County),10,46,1994,Southeast,Autumn,3,2,2
1043,FL,Severe Storm(s),Tropical Storm Gordon Tornadoes Flooding Rainfall,1994-11-14,1994-11-28,Brevard (County),11,14,1994,Southeast,Autumn,3,1,2
1044,CA,Severe Storm(s),"Severe Winter Storms, Flooding, Landslides, Mud Flows",1995-01-03,1995-02-10,El Dorado (County),1,38,1995,West,Winter,4,2,4
1046,CA,Severe Storm(s),"Severe Winter Storms, Flooding Landslides, Mud Flow",1995-02-13,1995-04-19,Alpine (County),2,65,1995,West,Winter,4,2,4
1045,SD,Snow,Severe Winter Storms,1995-01-13,1995-02-10,Buffalo (County),1,28,1995,Midwest,Winter,4,1,3
1047,AL,Severe Storm(s),"Severe Storms, Flooding And Tornadoes",1995-02-15,1995-02-20,Winston (County),2,5,1995,Southeast,Winter,4,2,2
